Name,Code,Type,DrainArea,SubBasin,City,State,Responsib,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD,QScore,QLabel,IsStudy
NAVIRAI,64717000,1,8970.0,64,NAVIRAÍ,MATO GROSSO DO SUL,ANA,-23.1322,-54.195,1984-02-29,2019-07-31,36,1.0,29,19.4,0.874,Excelente,0
COLÔNIA BOM JESUS,64720000,1,833.0,64,IGUATEMI,MATO GROSSO DO SUL,ANA,-23.4289,-54.4014,1984-03-02,2005-06-30,22,13.5,11,50.0,0.494,Limitada,0
PORTO SÃO DOMINGOS,64723000,1,1060.0,64,PARANHOS,MATO GROSSO DO SUL,ANA,-23.6486,-55.3894,1984-04-25,2019-05-10,36,3.9,30,16.7,0.8566,Excelente,0
GUAMPARÁ,64764000,1,1690.0,64,PALMITAL,PARANÁ,ANA,-24.9831,-52.2831,1984-06-08,2014-12-31,31,0.6,27,12.9,0.7639,Excelente,0
PORTO CARRIEL,64767000,1,3540.0,64,GUARANIAÇÚ,PARANÁ,ANA,-24.9467,-52.5964,1981-05-27,2014-12-31,34,0.0,33,2.9,0.805,Excelente,0
PORTO GUARANI,64771500,1,4160.0,64,GUARANIAÇÚ,PARANÁ,ANA,-24.8661,-52.7628,1976-07-19,2014-12-31,39,0.0,38,2.6,0.8675,Excelente,0
PONTE LEÔNCIO PRIMO,64773000,1,757.0,64,PALMITAL,PARANÁ,ANA,-24.7272,-52.3094,1978-08-11,2014-12-31,37,0.0,36,2.7,0.8425,Excelente,0
BALSA DO CANTU,64775000,1,2520.0,64,ALTAMIRA DO PARANÁ,PARANÁ,ANA,-24.7486,-52.7028,1967-07-25,2014-12-31,48,0.0,47,2.1,0.88,Excelente,0
ETA - CAMPINA DA LAGOA,64775050,1,6.7,64,CAMPINA DA LAGOA,PARANÁ,ANA,-24.5964,-52.7914,2001-11-03,2008-08-26,8,16.7,3,62.5,0.3198,Limitada,0
FOZ DO CANTU,64776100,1,7650.0,64,GUARANIAÇÚ,PARANÁ,ANA,-24.7519,-52.8767,1986-09-01,2014-12-31,29,0.0,28,3.4,0.7425,Moderada,0
PONTE DO GOIO - BANG,64785000,1,1340.0,64,CAMPINA DA LAGOA,PARANÁ,ANA,-24.5544,-52.9014,1967-08-01,2014-12-31,48,0.0,47,2.1,0.88,Excelente,0
SALTO SAPUCAÍ,64790000,1,692.0,64,ANAHY,PARANÁ,ANA,-24.6278,-53.1,1966-01-01,2007-04-26,42,2.5,37,11.9,0.795,Excelente,0
PONTE DO PIQUIRI,64795000,1,11200.0,64,UBIRATÃ,PARANÁ,ANA,-24.5583,-53.1289,1970-04-11,2014-12-31,45,0.0,44,2.2,0.88,Excelente,0
NOVO PORTO 2,64799500,1,12100.0,64,NOVA AURORA,PARANÁ,ANA,-24.3781,-53.1619,1978-01-25,2014-12-31,37,0.0,35,5.4,0.8425,Excelente,0
PORTO 2,64800000,1,13100.0,64,QUARTO CENTENÁRIO,PARANÁ,ANA,-24.3331,-53.1831,1962-03-23,1979-02-22,18,13.8,13,27.8,0.4422,Limitada,0
BALSA DO GOIO - ERE,64810000,1,2040.0,64,MARILUZ,PARANÁ,ANA,-23.9167,-53.1331,1963-05-18,2014-12-31,52,1.1,50,3.8,0.8734,Excelente,0
FAZENDA UBERABA,64815000,1,2960.0,64,MARILUZ,PARANÁ,ANA,-24.1331,-53.3167,1978-08-17,2014-12-31,37,0.0,36,2.7,0.8425,Excelente,0
PORTO FORMOSA,64820000,1,17400.0,64,ALTO PIQUIRI,PARANÁ,ANA,-24.2,-53.3331,1966-05-17,2014-12-31,49,0.0,48,2.0,0.88,Excelente,0
ETA - ASSIS CHATEAUBRIAND,64824800,1,231.0,64,ASSIS CHATEAUBRIAND,PARANÁ,ANA,-24.4161,-53.4928,2002-08-15,2009-05-31,8,1.2,5,37.5,0.4228,Limitada,0
BALSA SANTA MARIA,64830000,1,20900.0,64,IPORÃ,PARANÁ,ANA,-24.1881,-53.7461,1969-09-15,2014-12-31,46,0.0,45,2.2,0.88,Excelente,0
IPORÃ,64833000,1,1070.0,64,IPORÃ,PARANÁ,ANA,-23.9714,-53.7525,1994-04-13,2001-07-31,8,22.5,3,62.5,0.265,Limitada,0
GUAÍRA PORTO,64843000,1,804000.0,64,GUAÍRA,PARANÁ,ANA,-24.0694,-54.2489,1920-06-25,2014-12-31,95,0.4,93,2.1,0.8776,Excelente,0
PORTO MENDES GONÇALVES,64860000,1,811000.0,64,MARECHAL CÂNDIDO RO,PARANÁ,ANA,-24.5,-54.3331,1981-03-10,1982-10-13,2,0.2,0,100.0,0.3238,Limitada,0
ETA - MISSAL,64894950,1,77.3,64,MISSAL,PARANÁ,ANA,-25.0831,-54.2167,2002-06-09,2003-12-11,2,27.4,0,100.0,0.1606,Limitada,0
ETA - MEDIANEIRA,64897500,1,17.5,64,MEDIANEIRA,PARANÁ,ANA,-25.2908,-54.0797,2001-06-18,2012-11-30,12,0.7,9,25.0,0.5058,Moderada,0
PONTE PR-415,65004995,1,102.0,65,PIRAQUARA,PARANÁ,ANA,-25.4506,-49.1211,1984-03-24,2014-12-31,31,14.3,23,25.8,0.6817,Moderada,0
FAZENDINHA,65010000,1,106.0,65,SÃO JOSÉ DOS PINHAI,PARANÁ,ANA,-25.5192,-49.1456,1955-01-28,2014-12-31,60,5.1,54,10.0,0.8494,Excelente,0
PRADO VELHO - UCP,65011400,1,43.0,65,CURITIBA,PARANÁ,ANA,-25.4497,-49.2497,1981-04-01,2014-03-07,34,0.0,32,5.9,0.805,Excelente,0
CACHOEIRA,65015400,1,272.0,65,SÃO JOSÉ DOS PINHAI,PARANÁ,ANA,-25.5892,-49.2281,1976-04-08,2014-12-31,39,5.8,34,12.8,0.8327,Excelente,0
SERRARIA BALDAN,65017035,1,68.0,65,SÃO JOSÉ DOS PINHAI,PARANÁ,ANA,-25.6461,-49.2608,1976-11-04,2014-12-31,39,25.7,27,30.8,0.7133,Moderada,0
MONTANTE ATERRO SANITÁRIO,65020995,1,20.0,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3461,-49.3592,1985-01-18,2014-12-31,30,0.0,29,3.3,0.755,Excelente,0
JUSANTE ATERRO SANITÁRIO,65021000,1,27.0,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3653,-49.3547,1985-01-18,2014-12-31,30,0.0,29,3.3,0.755,Excelente,0
PASSAUNA - SANTA FELICIDADE,65021250,1,39.0,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3867,-49.3603,1985-01-18,2009-11-30,25,0.0,22,12.0,0.6425,Moderada,0
MATO LIMPO,65021750,1,16.8,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3783,-49.3967,1985-01-19,1998-12-31,14,10.2,5,64.3,0.4138,Limitada,0
COLÔNIA DOM PEDRO,65021770,1,25.0,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.4169,-49.3847,1985-01-19,2014-12-31,30,0.0,29,3.3,0.755,Excelente,0
CAMPINA DAS PEDRAS,65024000,1,180.0,65,ARAUCÁRIA,PARANÁ,ANA,-25.5744,-49.4297,1971-09-30,2014-12-31,44,10.2,37,15.9,0.8188,Excelente,0
MOINHO KAMPA,65024100,1,30.9,65,ARAUCÁRIA,PARANÁ,ANA,-25.5589,-49.4383,1985-01-19,1992-01-31,8,1.9,4,50.0,0.3886,Limitada,0
GUAJUVIRA,65025000,1,2330.0,65,ARAUCÁRIA,PARANÁ,ANA,-25.6003,-49.5133,1976-09-28,2014-12-31,39,0.0,38,2.6,0.8675,Excelente,0
RODEIO,65027000,1,231.0,65,BALSA NOVA,PARANÁ,ANA,-25.5797,-49.5831,1972-02-01,2014-12-31,43,0.4,41,4.7,0.8776,Excelente,0
ETA - CAMPO LARGO,65029980,1,44.7,65,CAMPO LARGO,PARANÁ,ANA,-25.4594,-49.5764,2001-11-05,2006-01-31,6,9.7,2,66.7,0.3168,Limitada,0
BATEIAS DE BAIXO,65085000,1,391.0,65,AGUDOS DO SUL,SANTA CATARINA,ANA,-26.08,-49.2692,1941-07-23,1967-04-30,27,1.4,24,11.1,0.6291,Moderada,0
RIO NEGRINHO MONTANTE,65093000,1,297.0,65,RIO NEGRINHO,SANTA CATARINA,ANA,-26.225,-49.5183,2002-08-20,2014-12-31,13,0.8,11,15.4,0.5377,Moderada,0
AVENCAL,65094500,1,960.0,65,MAFRA,SANTA CATARINA,ANA,-26.1975,-49.6183,1976-07-13,2014-12-31,39,3.1,33,15.4,0.8489,Excelente,0
RIO PRETO DO SUL,65095000,1,2610.0,65,MAFRA,SANTA CATARINA,ANA,-26.2156,-49.6036,1951-01-17,2010-06-30,60,0.0,58,3.3,0.84,Excelente,0
RIO DA VÁRZEA DOS LIMA,65135000,1,605.0,65,MANDIRITUBA,PARANÁ,ANA,-25.9344,-49.3931,1939-08-06,2014-12-31,76,0.0,75,1.3,0.88,Excelente,0
QUITANDINHA,65136550,1,939.0,65,QUITANDINHA,PARANÁ,ANA,-25.855,-49.5258,1980-09-27,2011-06-30,32,0.0,30,6.2,0.75,Moderada,0
SALTO CANOINHAS,65180000,1,772.0,65,MAJOR VIEIRA,SANTA CATARINA,ANA,-26.3722,-50.2881,1980-10-09,2014-12-31,35,0.0,34,2.9,0.8175,Excelente,0
MARCÍLIO DIAS,65181000,1,1430.0,65,CANOINHAS,SANTA CATARINA,ANA,-26.15,-50.3831,1976-07-11,1982-01-31,7,0.0,5,28.6,0.3875,Limitada,0
REBOUÇAS,65187950,1,555.0,65,REBOUÇAS,PARANÁ,ANA,-25.5975,-50.7486,2002-09-05,2008-12-31,7,8.7,4,42.9,0.3553,Limitada,0
ETA - REBOUÇAS,65188000,1,14.1,65,REBOUÇAS,PARANÁ,ANA,-25.6222,-50.6861,2004-11-01,2009-07-19,6,16.2,0,100.0,0.3078,Limitada,0
BRAÇO DO POTINGA,65190000,1,379.0,65,SÃO MATEUS DO SUL,PARANÁ,ANA,-25.8739,-50.6606,1941-11-09,1954-10-20,14,0.0,12,14.3,0.475,Limitada,0
PONTILHÃO,65200000,1,1930.0,65,SÃO MATEUS DO SUL,PARANÁ,ANA,-25.8667,-50.55,1939-04-04,1965-07-31,27,41.6,12,55.6,0.3879,Limitada,0
RIO CLARO DO SUL,65235000,1,465.0,65,MALLET,PARANÁ,ANA,-25.9558,-50.6844,1948-05-03,1966-12-31,19,0.5,18,5.3,0.5345,Moderada,0
PONTE BR-280,65240000,1,327.0,65,CANOINHAS,SANTA CATARINA,ANA,-26.2472,-50.495,2002-09-04,2014-12-31,13,0.0,12,7.7,0.5425,Moderada,0
PORTO VITÓRIA (rio espingarda),65365000,1,165.0,65,PORTO VITÓRIA,PARANÁ,ANA,-26.1775,-51.22,1945-11-19,2014-12-31,70,0.0,68,2.9,0.88,Excelente,0
LEONÓPOLIS,65690000,1,371.0,65,INÁCIO MARTINS,PARANÁ,ANA,-25.6864,-51.2161,1957-06-10,1967-10-31,11,0.0,9,18.2,0.4375,Limitada,0
BALSA DO PINHALZINHO,65770000,1,1640.0,65,PINHÃO,PARANÁ,ANA,-25.9378,-51.4058,1963-08-19,1979-11-30,17,0.0,15,11.8,0.5125,Moderada,0
UHE FOZ DO AREIA - JUSANTE,65774407,1,30100.0,65,BITURUNA,PARANÁ,ANA,-26.0167,-51.6667,1985-05-30,1993-12-07,9,40.6,0,100.0,0.1689,Limitada,0
ETA - GUARAPUAVA,65809000,1,314.0,65,GUARAPUAVA,PARANÁ,ANA,-25.3978,-51.4358,1985-03-14,2014-12-31,30,0.0,29,3.3,0.755,Excelente,0
GUARAPUAVA,65810000,1,726.0,65,GUARAPUAVA,PARANÁ,ANA,-25.4394,-51.4544,1936-11-16,1967-08-31,32,0.3,29,9.4,0.6982,Moderada,0
ETA - PINHÃO,65819500,1,9.4,65,PINHÃO,PARANÁ,ANA,-25.7022,-51.6586,2001-06-14,2012-10-31,12,0.1,9,25.0,0.5094,Moderada,0
SANTA CLARA,65825000,1,3930.0,65,CANDÓI,PARANÁ,ANA,-25.6381,-51.9672,1949-08-05,2006-12-31,58,0.0,57,1.7,0.8,Excelente,0
PORTO SANTA MARIA,65835000,1,39600.0,65,CHOPINZINHO,PARANÁ,ANA,-25.7331,-52.2667,1966-02-01,1979-09-17,14,1.8,10,28.6,0.4642,Limitada,0
ETA - QUEDAS DO IGUAÇU,65889000,1,112.0,65,QUEDAS DO IGUAÇU,PARANÁ,ANA,-25.4419,-52.8942,2002-08-20,2005-10-31,4,0.0,2,50.0,0.35,Limitada,0
CAMPO NOVO,65890000,1,146.0,65,QUEDAS DO IGUAÇU,PARANÁ,ANA,-25.4667,-52.9,1940-11-01,1968-07-31,29,0.6,26,10.3,0.6589,Moderada,0
SALTO OSÓRIO JUSANTE,65895002,1,45800.0,65,QUEDAS DO IGUAÇU,PARANÁ,ANA,-25.5392,-53.0311,1940-11-15,1998-11-10,59,16.3,44,25.4,0.7022,Moderada,0
SALTO CLAUDELINO,65925000,1,1660.0,65,CLEVELÂNDIA,PARANÁ,ANA,-26.2781,-52.2956,1965-03-10,2014-12-31,50,0.0,49,2.0,0.88,Excelente,0
PATO BRANCO MTE. ETA SANEPAR,65925800,1,153.0,65,PATO BRANCO,PARANÁ,ANA,-26.2844,-52.5894,2001-11-01,2014-12-31,14,0.0,13,7.1,0.555,Moderada,0
PONTE DO VITORINO,65945000,1,554.0,65,BOM SUCESSO DO SUL,PARANÁ,ANA,-26.0506,-52.8008,1956-07-20,2014-12-31,59,0.0,58,1.7,0.88,Excelente,0
PONTE MARMELEIRO MTE. ETA,65948000,1,272.0,65,MARMELEIRO,PARANÁ,ANA,-26.1525,-53.02,1961-07-03,2014-12-31,54,0.6,52,3.7,0.8764,Excelente,0
FRANCISCO BELTRÃO MTE. ETA,65950200,1,336.0,65,FRANCISCO BELTRÃO,PARANÁ,ANA,-26.0817,-53.0739,2002-08-14,2014-12-31,13,11.3,7,46.2,0.4747,Limitada,0
BALSA DO SANTANA,65955000,1,1720.0,65,ITAPEJARA D'OESTE,PARANÁ,ANA,-25.915,-52.8494,1956-07-19,2014-12-31,59,20.4,45,23.7,0.7576,Excelente,0
ÁGUAS DO VERÊ,65960000,1,6690.0,65,VERÊ,PARANÁ,ANA,-25.7692,-52.9267,1956-07-16,2014-12-31,59,0.0,58,1.7,0.88,Excelente,0
ETA - TRÊS BARRAS PARANÁ,65970020,1,6.7,65,TRÊS BARRAS DO PARA,PARANÁ,ANA,-25.4397,-53.1772,2001-06-21,2005-04-20,5,8.9,1,80.0,0.3091,Limitada,0
ETA - SALTO DO LONTRA,65970500,1,118.0,65,SALTO DO LONTRA,PARANÁ,ANA,-25.7881,-53.3067,2002-08-13,2008-12-18,7,42.5,0,100.0,0.1525,Limitada,0
REALEZA ETA SANEPAR,65974500,1,114.0,65,REALEZA,PARANÁ,ANA,-25.7694,-53.5156,2001-06-14,2014-12-31,14,0.0,13,7.1,0.555,Moderada,0
SÃO SEBASTIÃO,65979000,1,1310.0,65,SANTA LÚCIA,PARANÁ,ANA,-25.4339,-53.5178,1976-07-16,2014-12-31,39,0.0,38,2.6,0.8675,Excelente,0
CAP. LEÔNIDAS MARQUES MTE. ETA,65982000,1,90.9,65,CAPITÃO LEÔNIDAS MA,PARANÁ,ANA,-25.4747,-53.6317,2002-08-17,2011-11-30,10,35.6,4,60.0,0.2614,Limitada,0
ESTREITO DO IGUAÇU,65985000,1,62300.0,65,CÉU AZUL,PARANÁ,ANA,-25.55,-53.7667,1968-01-24,1986-12-31,19,0.0,18,5.3,0.5375,Moderada,0
ESTREITO DO IGUAÇU NOVO,65986000,1,63300.0,65,CAPANEMA,PARANÁ,ANA,-25.5597,-53.8444,1985-03-26,2011-09-30,27,0.4,23,14.8,0.6851,Moderada,0
MUNIZ,65990550,1,969.0,65,PLANALTO,PARANÁ,ANA,-25.7461,-53.8406,1985-06-04,2014-12-31,30,0.0,29,3.3,0.755,Excelente,0
FOZ DO IGUAÇU ETA SANEPAR,65996000,1,130.5,65,FOZ DO IGUAÇU,PARANÁ,ANA,-25.5692,-54.5183,2001-06-18,2014-07-31,14,0.0,12,14.3,0.555,Moderada,0
ALTO PARAGUAI,66005000,1,658.0,66,ALTO PARAGUAI,MATO GROSSO,ANA,-14.4986,-56.4942,1966-04-28,1980-05-31,15,0.0,13,13.3,0.4875,Limitada,0
NORTELÂNDIA,66006000,1,1600.0,66,NORTELÂNDIA,MATO GROSSO,ANA,-14.4517,-56.8142,1967-11-10,2019-07-31,53,2.0,46,13.2,0.918,Excelente,0
JAUQUARA,66008000,1,1310.0,66,BARRA DO BUGRES,MATO GROSSO,ANA,-15.1669,-57.0839,1967-11-12,2018-10-23,52,3.4,38,26.9,0.8996,Excelente,0
BARRA DO BUGRES,66010000,1,9250.0,66,BARRA DO BUGRES,MATO GROSSO,ANA,-15.0761,-57.1819,1966-01-02,2019-06-30,54,2.3,48,11.1,0.9162,Excelente,0
PORTO ESTRELA,66015000,1,12100.0,66,BARRA DO BUGRES,MATO GROSSO,ANA,-15.325,-57.2292,1971-05-11,2007-12-31,37,1.1,33,10.8,0.7659,Excelente,0
CACHOEIRA,66040000,1,4180.0,66,TANGARÁ DA SERRA,MATO GROSSO,ANA,-14.6436,-57.7483,1979-07-01,1986-01-31,8,8.6,5,37.5,0.3484,Limitada,0
TAPIRAPUÃ,66050000,1,5290.0,66,NOVA OLIMPIA,MATO GROSSO,ANA,-14.8508,-57.7689,1971-07-24,2019-06-30,49,4.9,42,14.3,0.9006,Excelente,0
SÃO JOSÉ DO SEPOTUBA,66055000,1,8090.0,66,BARRA DO BUGRES,MATO GROSSO,ANA,-15.0922,-57.6803,1969-09-28,2019-06-30,51,10.5,42,17.6,0.867,Excelente,0
ESTRADA MT-125,66065000,1,3620.0,66,CÁCERES,MATO GROSSO,ANA,-15.4686,-57.8936,1969-08-16,2019-06-30,51,15.1,41,19.6,0.8394,Excelente,0
CÁCERES (DNPVN),66070004,1,32400.0,66,CÁCERES,MATO GROSSO,ANA,-16.0761,-57.7022,1965-12-13,2019-06-30,55,0.0,53,3.6,0.93,Excelente,0
ÁGUA SUJA,66071400,1,2860.0,66,INDIAVAÍ,MATO GROSSO,ANA,-15.4997,-58.5997,1993-01-01,2019-06-30,27,2.5,22,18.5,0.7525,Excelente,0
PORTO ESPERIDIÃO,66072000,1,5660.0,66,PORTO ESPERIDIÃO,MATO GROSSO,ANA,-15.8517,-58.4628,1965-11-30,2019-06-14,55,3.2,46,16.4,0.9108,Excelente,0
PORTO ESPERIDIÃO,66072001,1,5650.0,66,PORTO ESPERIDIÃO,MATO GROSSO,ANA,-15.8489,-58.4656,1977-01-01,1977-12-31,1,0.0,1,0.0,0.3125,Limitada,0
BAIA GRANDE,66076000,1,8910.0,66,CÁCERES,MATO GROSSO,ANA,-15.9,-58.3667,1966-01-13,1988-10-31,23,0.4,17,26.1,0.5851,Moderada,0
DESCALVADOS,66090000,1,47100.0,66,CÁCERES,MATO GROSSO,ANA,-16.7328,-57.7489,1967-12-21,2019-06-30,53,13.9,39,26.4,0.8466,Excelente,0
PERTO DE POCONÉ,66110000,1,2910.0,66,POCONÉ,MATO GROSSO,ANA,-16.315,-56.5422,1969-10-25,2016-02-21,48,11.9,32,33.3,0.8286,Excelente,0
PORTO CONCEIÇÃO,66120000,1,64000.0,66,CÁCERES,MATO GROSSO,ANA,-17.1433,-57.3594,1967-12-18,2019-09-30,53,18.8,35,34.0,0.8172,Excelente,0
MARZAGÃO,66140000,1,2320.0,66,NOBRES,MATO GROSSO,ANA,-14.5417,-55.8489,1979-07-09,2019-07-31,41,9.4,28,31.7,0.8736,Excelente,0
QUEBÓ GRANDE,66150000,1,80.0,66,NOBRES,MATO GROSSO,ANA,-14.4625,-55.99,1967-11-09,1971-12-31,5,0.0,4,20.0,0.3625,Limitada,0
QUEBÓ PEQUENO,66155000,1,281.0,66,NOBRES,MATO GROSSO,ANA,-14.6164,-56.075,1968-04-26,1971-12-31,4,0.0,3,25.0,0.35,Limitada,0
PONTE DO RIO MANSO F1,66163000,1,3350.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-14.85,-55.5333,1982-09-01,1990-12-22,9,0.0,7,22.2,0.4125,Limitada,0
PONTE DO RIO CASCA MAN-F2,66173000,1,2900.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-15.0225,-55.55,1982-08-13,1999-12-31,18,6.5,15,16.7,0.486,Limitada,0
PASSAGEM DO MAMÃO MAN-F3,66175000,1,1240.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-15.1133,-55.6775,1982-08-12,1999-12-31,18,14.5,8,55.6,0.438,Limitada,0
MONTANTE DA BARRA,66200000,1,5000.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-14.9367,-55.7656,1972-07-26,1999-09-30,28,15.7,14,50.0,0.5558,Moderada,0
FAZENDA TAPERÃO MAN-F5,66201000,1,5010.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-14.9369,-55.7664,1972-07-26,1990-12-31,19,9.2,14,26.3,0.4823,Limitada,0
FAZENDA RAIZAMA (COIMBRA) - F6,66231000,1,9580.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-14.845,-55.8556,1981-07-12,2019-06-30,39,5.4,33,15.4,0.8851,Excelente,0
PORTO DE CIMA,66240000,1,9540.0,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-14.8569,-55.8439,1972-07-23,1979-08-19,8,5.8,6,25.0,0.3652,Limitada,0
NOBRES,66245000,1,369.0,66,NOBRES,MATO GROSSO,ANA,-14.7333,-56.3333,1967-11-08,1972-01-17,6,12.0,3,50.0,0.303,Limitada,0
CUIABÁ,66260002,1,22800.0,66,CUIABÁ,MATO GROSSO,ANA,-15.5825,-56.1342,1977-01-01,1992-03-31,16,12.0,9,43.8,0.428,Limitada,0
BARÃO DE MELGAÇO,66280000,1,28900.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-16.1928,-55.9669,1966-12-02,2019-06-30,54,4.9,46,14.8,0.9006,Excelente,0
PORTO CERCADO (Ex-Retiro Biguaçal),66340000,1,36900.0,66,POCONÉ,MATO GROSSO,ANA,-16.5119,-56.3756,1969-11-24,2019-07-31,51,7.3,41,19.6,0.8862,Excelente,0
SÃO ROQUE,66350000,1,37000.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-16.6333,-56.4667,1967-11-29,1984-09-30,18,0.0,16,11.1,0.525,Moderada,0
SÃO JOÃO,66360000,1,38500.0,66,POCONÉ,MATO GROSSO,ANA,-16.9444,-56.6328,1970-05-02,2019-07-31,50,10.5,40,20.0,0.867,Excelente,0
ILHA CAMARGO,66370000,1,39000.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-17.0564,-56.5806,1968-02-17,2019-07-31,52,4.5,44,15.4,0.903,Excelente,0
SÃO PEDRO DA CIPA,66380000,1,3240.0,66,SÃO PEDRO DA CIPA,MATO GROSSO,ANA,-15.9981,-54.9217,1966-06-28,2019-08-31,54,3.8,47,13.0,0.9072,Excelente,0
JACIARA,66390000,1,853.0,66,JACIARA,MATO GROSSO,ANA,-15.9833,-54.9333,1966-06-27,1971-11-30,6,0.0,4,33.3,0.375,Limitada,0
SÃO LOURENÇO DE FÁTIMA,66400000,1,6990.0,66,JUSCIMEIRA,MATO GROSSO,ANA,-16.3108,-54.9228,1965-04-11,2019-08-31,55,5.7,45,18.2,0.8958,Excelente,0
JARUDORE,66430000,1,3780.0,66,POXORÉO,MATO GROSSO,ANA,-16.1969,-54.3003,1987-10-24,2019-08-31,33,4.2,26,21.2,0.8173,Excelente,0
PEDRA PRETA,66440000,1,2180.0,66,RONDONÓPOLIS,MATO GROSSO,ANA,-16.6067,-54.4586,1979-06-26,2018-12-05,40,7.5,30,25.0,0.875,Excelente,0
RONDONÓPOLIS,66450001,1,12300.0,66,RONDONÓPOLIS,MATO GROSSO,ANA,-16.4789,-54.6506,1965-11-24,2019-08-31,55,5.9,46,16.4,0.8946,Excelente,0
PONTE DE PEDRA,66455000,1,1750.0,66,RONDONÓPOLIS,MATO GROSSO,ANA,-16.6525,-54.7292,1979-07-06,2006-07-31,28,37.1,13,53.6,0.4274,Limitada,0
ACIMA DO CÓRREGO GRANDE,66460000,1,23000.0,66,SANTO ANTÔNIO DO LE,MATO GROSSO,ANA,-16.6081,-55.2064,1969-10-23,2019-08-31,51,7.8,43,15.7,0.8832,Excelente,0
COLÔNIA SANTA IZABEL,66465000,1,23900.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-16.6897,-55.9958,1971-09-04,1981-03-31,11,0.0,9,18.2,0.4375,Limitada,0
SÃO JOSÉ DO BORIRÉU,66470000,1,24100.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-16.9253,-56.2236,1968-10-18,2019-07-31,52,12.0,42,19.2,0.858,Excelente,0
PIQUIRI,66475000,1,927.0,66,PEDRO GOMES,MATO GROSSO DO SUL,ANA,-17.9381,-54.5958,1971-08-15,1977-05-14,7,0.4,5,28.6,0.3851,Limitada,0
ESTRADA BR-163,66480000,1,2660.0,66,COXIM,MATO GROSSO DO SUL,ANA,-17.8892,-55.0036,1969-06-01,1994-12-31,26,25.7,13,50.0,0.4708,Limitada,0
ESTRADA BR-163,66490000,1,3970.0,66,ITIQUIRA,MATO GROSSO,ANA,-17.6108,-54.8325,1969-06-09,2005-06-10,37,11.4,24,35.1,0.6941,Moderada,0
ITIQUIRA,66520000,1,2920.0,66,ITIQUIRA,MATO GROSSO,ANA,-17.2078,-54.1511,1971-06-02,2019-08-31,49,3.0,44,10.2,0.912,Excelente,0
ESTRADA BR-163,66525000,1,5240.0,66,ITIQUIRA,MATO GROSSO,ANA,-17.1342,-54.8183,1969-08-14,1981-12-31,13,0.0,12,7.7,0.4625,Limitada,0
SÃO JERÔNIMO,66600000,1,23300.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-17.2017,-56.0086,1967-12-25,2019-07-31,53,9.3,43,18.9,0.8742,Excelente,0
SÃO JOSÉ DO PIQUIRI,66650000,1,30000.0,66,BARÃO DE MELGAÇO,MATO GROSSO,ANA,-17.2917,-56.3872,1969-01-18,2019-07-31,51,15.8,29,43.1,0.8352,Excelente,0
POUSADA TAIAMÃ  (Ex-Porto Jofre),66710000,1,95200.0,66,POCONÉ,MATO GROSSO,ANA,-17.3656,-56.7747,1997-06-23,2019-07-31,23,0.3,19,17.4,0.7157,Moderada,0
PORTO DO ALEGRE,66750000,1,103000.0,66,CORUMBÁ,MATO GROSSO DO SUL,ANA,-17.6233,-56.965,1967-11-20,2019-07-31,53,7.4,47,11.3,0.8856,Excelente,0
AMOLAR,66800000,1,234000.0,66,CORUMBÁ,MATO GROSSO DO SUL,ANA,-18.0386,-57.4886,1967-11-16,2019-06-30,53,11.1,41,22.6,0.8634,Excelente,0
SÃO FRANCISCO,66810000,1,243000.0,66,CORUMBÁ,MATO GROSSO DO SUL,ANA,-18.3939,-57.3911,1967-11-13,2019-06-30,53,5.6,47,11.3,0.8964,Excelente,0
LADÁRIO (BASE NAVAL),66825000,1,253000.0,66,LADÁRIO,MATO GROSSO DO SUL,ANA,-19.0017,-57.5942,1964-01-01,1973-12-31,10,0.0,10,0.0,0.425,Limitada,0
PERTO DE PEDRO GOMES,66840000,1,9710.0,66,PEDRO GOMES,MATO GROSSO DO SUL,ANA,-18.1608,-54.4689,1969-05-07,1994-11-15,26,39.5,13,50.0,0.388,Limitada,0
PEDRO GOMES,66845000,1,9730.0,66,COXIM,MATO GROSSO DO SUL,ANA,-18.1672,-54.4708,1984-01-01,2019-06-30,36,1.0,33,8.3,0.874,Excelente,0
